provider;query_id;query_text;mode;model;hit_at_k;strict_hit_at_k;title_match_hit_at_k;gesis_relevant_hit_at_k;strict_gesis_relevant_hit_at_k;source_hit_at_k;strict_source_hit_at_k;mrr;strict_mrr;selected_rank;selected_returned_title;selected_returned_url_or_doi;selected_matched_dataset_id;selected_match_method;selected_is_relevant;selected_is_strict_relevant;selected_is_gesis_relevant_dataset;selected_is_strict_gesis_relevant_dataset;selected_is_source_dataset;selected_is_strict_source_dataset;selected_link_valid
openwebui;24;Can you find datasets about MEDIA, COMMUNICATION AND LANGUAGE and SOCIAL STRATIFICATION AND GROUPINGS in Illinois during the 1940s?;WEB_SEARCH;gpt-5.4;0;0;0;0;0;0;0;0.0;0.0;;;;;;;;;;;;
openwebui;25;Can you find datasets about Leisure, tourism and sport, Community, urban and rural life, TRANSPORT AND TRAVEL, and Consumption and consumer behaviour in North Rhine-Westphalia during the 1980s?;WEB_SEARCH;gpt-5.4;0;0;0;0;0;0;0;0.0;0.0;;;;;;;;;;;;
openwebui;26;Can you find datasets about Compulsory and pre-school education in Schleswig-Holstein during the 2020s?;WEB_SEARCH;gpt-5.4;0;0;0;0;0;0;0;0.0;0.0;;;;;;;;;;;;
openwebui;27;Can you find datasets about Specific diseases, disorders and medical conditions, MEDIA, COMMUNICATION AND LANGUAGE, Working conditions, and Health care services and policies in Germany during the 2020s?;WEB_SEARCH;gpt-5.4;1;0;1;1;0;0;0;0.2;0.0;;;;;;;;;;;;
openwebui;28;Can you find datasets about Community, urban and rural life and Land use and planning in Germany during the 1960s?;WEB_SEARCH;gpt-5.4;0;0;0;0;0;0;0;0.0;0.0;;;;;;;;;;;;
openwebui;29;Can you find datasets about Migration, Physical fitness and exercise, Specific diseases, disorders and medical conditions, Government, political systems and organisations, Political behaviour and attitudes, Social welfare policy, Specific social services: use and availability, and Employment in Germany during the 2020s?;WEB_SEARCH;gpt-5.4;1;1;1;1;1;0;0;0.1666666666666666;0.1428571428571428;;;;;;;;;;;;
openwebui;30;Can you find datasets about Political behaviour and attitudes, Government, political systems and organisations, Elections, and Economic systems and development in Germany during the 1990s?;WEB_SEARCH;gpt-5.4;1;1;1;1;1;0;0;1.0;1.0;;;;;;;;;;;;
openwebui;32;Can you find datasets about Business/industrial management and organisation in Rhineland-Palatinate and North Rhine-Westphalia during the 1990s?;WEB_SEARCH;gpt-5.4;0;0;0;0;0;0;0;0.0;0.0;;;;;;;;;;;;
openwebui;33;Can you find datasets about Social behaviour and attitudes, Political behaviour and attitudes, Government, political systems and organisations, and Elections in Germany during the 1990s?;WEB_SEARCH;gpt-5.4;1;1;1;1;1;0;0;0.2;0.2;;;;;;;;;;;;
openwebui;34;Can you find datasets about Conflict, security and peace, International politics and organisations, and Political behaviour and attitudes in Germany during the 2020s?;WEB_SEARCH;gpt-5.4;0;0;0;0;0;0;0;0.0;0.0;;;;;;;;;;;;
openwebui;36;Can you find datasets about Economic conditions and indicators, Economic policy, public expenditure and revenue, TRADE, INDUSTRY AND MARKETS, and Business/industrial management and organisation in Germany during the 2020s?;WEB_SEARCH;gpt-5.4;0;0;0;0;0;0;0;0.0;0.0;;;;;;;;;;;;
openwebui;37;Can you find datasets about HISTORY and Income, property and investment/saving in Germany during the 1910s and 1920s and 1930s and 1940s and 1950s and 1960s and 1970s and 1980s and 1990s and 2000s?;WEB_SEARCH;gpt-5.4;0;0;0;0;0;0;0;0.0;0.0;;;;;;;;;;;;
openwebui;38;Can you find datasets about International politics and organisations and Political behaviour and attitudes in Denmark, Germany, Spain, France, Ireland, Italy, Portugal, United Kingdom, Estonia, Hungary, and Slovenia during the 2000s?;WEB_SEARCH;gpt-5.4;0;0;0;0;0;0;0;0.0;0.0;;;;;;;;;;;;
openwebui;39;Can you find datasets about Economic conditions and indicators, Information society, Political behaviour and attitudes, Government, political systems and organisations, Equality, inequality and social exclusion, Cultural and national identity, Social behaviour and attitudes, and Religion and values in Germany during the 2010s?;WEB_SEARCH;gpt-5.4;1;1;1;1;1;0;0;0.3333333333333333;0.3333333333333333;;;;;;;;;;;;
openwebui;40;Can you find datasets about Employment, Migration, Cultural activities and participation, Equality, inequality and social exclusion, and Economic conditions and indicators in German Democratic Republic (1949-1990) during the 1990s?;WEB_SEARCH;gpt-5.4;0;0;0;0;0;0;0;0.0;0.0;;;;;;;;;;;;
openwebui;41;Can you find datasets about university, university policy, digitalization, artificial intelligence, and university research in Germany during the 2020s?;WEB_SEARCH;gpt-5.4;0;0;0;0;0;0;0;0.0;0.0;;;;;;;;;;;;
openwebui;42;Can you find datasets about Business/industrial management and organisation and Media in Germany during the 1960s?;WEB_SEARCH;gpt-5.4;0;0;0;0;0;0;0;0.0;0.0;;;;;;;;;;;;
openwebui;43;Can you find datasets about Social behaviour and attitudes, Crime and law enforcement, International politics and organisations, Conflict, security and peace, Political behaviour and attitudes, Government, political systems and organisations, Elections, Economic conditions and indicators, Economic policy, public expenditure and revenue, and Economic systems and development in Berlin, Baden-Württemberg, Bavaria, Bremen, Hesse, Hamburg, Lower Saxony, North Rhine-Westphalia, Rhineland-Palatinate, Saarland, and Schleswig-Holstein during the 1990s?;WEB_SEARCH;gpt-5.4;0;0;0;0;0;0;0;0.0;0.0;;;;;;;;;;;;
openwebui;44;Can you find datasets about HISTORY in Germany during the 1940s and 1950s and 1960s and 1970s and 1980s and 1990s and 2000s?;WEB_SEARCH;gpt-5.4;0;0;0;0;0;0;0;0.0;0.0;;;;;;;;;;;;
openwebui;45;Can you find datasets about HISTORY in Historical German lands (-1871), German Reich (1871-1945), and Germany during the 1850s and 1860s and 1870s and 1880s and 1890s and 1900s and 1910s and 1920s and 1930s and 1940s and 1950s?;WEB_SEARCH;gpt-5.4;0;0;0;0;0;0;0;0.0;0.0;;;;;;;;;;;;
openwebui;46;Can you find datasets about Community, urban and rural life in North Rhine-Westphalia during the 1960s?;WEB_SEARCH;gpt-5.4;0;0;0;0;0;0;0;0.0;0.0;;;;;;;;;;;;
openwebui;47;Can you find datasets about Employment, Vocational education and training, Higher and further education, Social conditions and indicators, and Family life and marriage in North Rhine-Westphalia during the 1980s?;WEB_SEARCH;gpt-5.4;1;0;1;1;0;1;0;0.1;0.0;;;;;;;;;;;;
openwebui;48;Can you find datasets about parliamentary debate and Croatia in Croatia during the 2000s and 2010s and 2020s?;WEB_SEARCH;gpt-5.4;0;0;0;0;0;0;0;0.0;0.0;;;;;;;;;;;;
openwebui;49;Can you find datasets about Government, political systems and organisations, Political behaviour and attitudes, and Political ideology in Germany during the 2020s?;WEB_SEARCH;gpt-5.4;0;0;0;0;0;0;0;0.0;0.0;;;;;;;;;;;;
openwebui;50;Can you find datasets about Higher and further education, Political behaviour and attitudes, and Government, political systems and organisations in Germany during the 1960s?;WEB_SEARCH;gpt-5.4;0;0;0;0;0;0;0;0.0;0.0;;;;;;;;;;;;
openwebui;51;Can you find datasets about Reproductive health, Specific diseases, disorders and medical conditions, and Family life and marriage in German Democratic Republic (1949-1990) during the 1990s?;WEB_SEARCH;gpt-5.4;0;0;0;0;0;0;0;0.0;0.0;;;;;;;;;;;;
openwebui;52;Can you find datasets about Political behaviour and attitudes, SOCIAL STRATIFICATION AND GROUPINGS, Minorities, Equality, inequality and social exclusion, and Cultural and national identity in Germany during the 2010s?;WEB_SEARCH;gpt-5.4;1;1;1;1;1;0;0;1.0;1.0;;;;;;;;;;;;
openwebui;53;Can you find datasets about Diet and nutrition, General health and well-being, Medication and treatment, and Specific diseases, disorders and medical conditions in German Democratic Republic (1949-1990) during the 1980s and 1990s?;WEB_SEARCH;gpt-5.4;0;0;0;0;0;0;0;0.0;0.0;;;;;;;;;;;;
openwebui;54;Can you find datasets about Government, political systems and organisations, International politics and organisations, and Political behaviour and attitudes in Germany during the 2020s?;WEB_SEARCH;gpt-5.4;0;0;0;0;0;0;0;0.0;0.0;;;;;;;;;;;;
openwebui;55;Can you find datasets about Employment, Business/industrial management and organisation, and PSYCHOLOGY in Germany during the 2000s?;WEB_SEARCH;gpt-5.4;1;0;1;1;0;0;0;0.1428571428571428;0.0;;;;;;;;;;;;
openwebui;57;Can you find datasets about Leisure, tourism and sport and Youth in Germany during the 1960s?;WEB_SEARCH;gpt-5.4;0;0;0;0;0;0;0;0.0;0.0;;;;;;;;;;;;
openwebui;58;Can you find datasets about Political behaviour and attitudes and Elections in Saarland during the 2010s?;WEB_SEARCH;gpt-5.4;0;0;0;0;0;0;0;0.0;0.0;;;;;;;;;;;;
openwebui;59;Can you find datasets about Higher and further education, Media, International politics and organisations, Political behaviour and attitudes, Government, political systems and organisations, and SOCIAL STRATIFICATION AND GROUPINGS in Germany during the 1960s?;WEB_SEARCH;gpt-5.4;0;0;0;0;0;0;0;0.0;0.0;;;;;;;;;;;;
openwebui;60;Can you find datasets about protest movement, agricultural policy, and nutrition policy in Germany and Berlin during the 2020s?;WEB_SEARCH;gpt-5.4;0;0;0;0;0;0;0;0.0;0.0;;;;;;;;;;;;
openwebui;61;Can you find datasets about Consumption and consumer behaviour in Germany during the 1980s?;WEB_SEARCH;gpt-5.4;1;0;1;1;0;0;0;0.1666666666666666;0.0;;;;;;;;;;;;
openwebui;62;Can you find datasets about Employment, Leisure, tourism and sport, Community, urban and rural life, and Housing in German Democratic Republic (1949-1990) during the 1980s?;WEB_SEARCH;gpt-5.4;0;0;0;0;0;0;0;0.0;0.0;;;;;;;;;;;;
openwebui;63;Can you find datasets about Social behaviour and attitudes, SOCIAL STRATIFICATION AND GROUPINGS, and Family life and marriage in Australia, Austria, Brazil, Canada, Chile, Cyprus, Czech Republic, Denmark, Finland, France, Germany, Great Britain, Hungary, Israel, Italy, Japan, Latvia, New Zealand, Northern Ireland, Norway, Philippines, Poland, Russian Federation, Slovenia, Spain, South Africa, Switzerland, and United States of America during the 2000s?;WEB_SEARCH;gpt-5.4;1;0;1;1;0;0;0;1.0;0.0;;;;;;;;;;;;
openwebui;65;Can you find datasets about Social behaviour and attitudes, Political behaviour and attitudes, Government, political systems and organisations, and Equality, inequality and social exclusion in Germany during the 1990s?;WEB_SEARCH;gpt-5.4;1;0;1;1;0;0;0;0.25;0.0;;;;;;;;;;;;
openwebui;66;Can you find datasets about Religion and values in Algeria, Ghana, Indonesia, Jordan, Kenya, Cambodia, Sri Lanka, Mongolia, Malawi, Malaysia, Nigeria, Nepal, Singapore, and Viet Nam during the 2010s?;WEB_SEARCH;gpt-5.4;0;0;0;0;0;0;0;0.0;0.0;;;;;;;;;;;;
openwebui;67;Can you find datasets about International politics and organisations and Conflict, security and peace in France, Great Britain, Germany, and Italy during the 1960s?;WEB_SEARCH;gpt-5.4;0;0;0;0;0;0;0;0.0;0.0;;;;;;;;;;;;
openwebui;68;Can you find datasets about LAW, CRIME AND LEGAL SYSTEMS, Crime and law enforcement, and International politics and organisations in Belgium, Denmark, Germany, Greece, Spain, Finland, France, Ireland, Italy, Luxembourg, Netherlands, Austria, Portugal, Sweden, United Kingdom, Bulgaria, Cyprus, Czech Republic, Estonia, Hungary, Latvia, Lithuania, Malta, Poland, Romania, Slovakia, Slovenia, and Croatia during the 2010s?;WEB_SEARCH;gpt-5.4;1;0;1;1;0;0;0;0.5;0.0;;;;;;;;;;;;
openwebui;69;Can you find datasets about Political behaviour and attitudes, Government, political systems and organisations, and Elections in Czech Republic during the 2000s?;WEB_SEARCH;gpt-5.4;1;0;1;1;0;0;0;0.2;0.0;;;;;;;;;;;;
openwebui;70;Can you find datasets about Cultural and national identity, Minorities, International politics and organisations, and Migration in Netherlands during the 2010s?;WEB_SEARCH;gpt-5.4;1;1;1;1;1;0;0;1.0;1.0;;;;;;;;;;;;
openwebui;71;Can you find datasets about HISTORY in German Reich (1871-1945) during the 1920s and 1930s?;WEB_SEARCH;gpt-5.4;0;0;0;0;0;0;0;0.0;0.0;;;;;;;;;;;;
openwebui;72;Can you find datasets about International politics and organisations, Conflict, security and peace, Government, political systems and organisations, and Economic systems and development in Germany during the 1980s?;WEB_SEARCH;gpt-5.4;1;1;1;1;1;0;0;0.1666666666666666;0.1666666666666666;;;;;;;;;;;;
openwebui;74;Can you find datasets about Social behaviour and attitudes, Media, Political behaviour and attitudes, Government, political systems and organisations, Elections, Economic policy, public expenditure and revenue, and Economic systems and development in Germany during the 2010s?;WEB_SEARCH;gpt-5.4;1;1;1;1;1;0;0;0.3333333333333333;0.3333333333333333;;;;;;;;;;;;
openwebui;75;Can you find datasets about Higher and further education, Social behaviour and attitudes, and Political behaviour and attitudes in Uruguay during the 1960s?;WEB_SEARCH;gpt-5.4;0;0;0;0;0;0;0;0.0;0.0;;;;;;;;;;;;
openwebui;76;Can you find datasets about Political behaviour and attitudes and Government, political systems and organisations in Turkey during the 2010s?;WEB_SEARCH;gpt-5.4;0;0;0;0;0;0;0;0.0;0.0;;;;;;;;;;;;
openwebui;77;Can you find datasets about Religion and values, Social behaviour and attitudes, Political behaviour and attitudes, Government, political systems and organisations, SOCIAL STRATIFICATION AND GROUPINGS, Family life and marriage, and Economic systems and development in United Kingdom during the 1990s?;WEB_SEARCH;gpt-5.4;0;0;0;0;0;0;0;0.0;0.0;;;;;;;;;;;;
openwebui;78;Can you find datasets about Social conditions and indicators and Youth in Germany during the 1980s?;WEB_SEARCH;gpt-5.4;1;0;1;1;0;0;0;0.5;0.0;;;;;;;;;;;;
openwebui;79;Can you find datasets about Economic systems and development in Malta during the 2000s?;WEB_SEARCH;gpt-5.4;0;0;0;0;0;0;0;0.0;0.0;;;;;;;;;;;;
openwebui;80;Can you find datasets about HISTORY in German Reich (1871-1945) during the 1910s and 1920s and 1930s?;WEB_SEARCH;gpt-5.4;0;0;0;0;0;0;0;0.0;0.0;;;;;;;;;;;;
openwebui;81;Can you find datasets about Social behaviour and attitudes, Medication and treatment, Specific diseases, disorders and medical conditions, Language and linguistics, International politics and organisations, and Political behaviour and attitudes in Belgium, Denmark, Germany, Greece, Spain, France, Ireland, Italy, Luxembourg, Netherlands, Portugal, Great Britain, Northern Ireland, Austria, Sweden, and Finland during the 1990s?;WEB_SEARCH;gpt-5.4;1;1;0;1;1;0;0;0.1666666666666666;0.1666666666666666;;;;;;;;;;;;
openwebui;82;Can you find datasets about Employment and TRADE, INDUSTRY AND MARKETS in North Rhine-Westphalia during the 1960s?;WEB_SEARCH;gpt-5.4;0;0;0;0;0;0;0;0.0;0.0;;;;;;;;;;;;
openwebui;83;Can you find datasets about Political behaviour and attitudes, Government, political systems and organisations, and Elections in Germany during the 2020s?;WEB_SEARCH;gpt-5.4;1;1;1;1;1;0;0;0.25;0.25;;;;;;;;;;;;
openwebui;84;Can you find datasets about Medication and treatment and Specific diseases, disorders and medical conditions in Rhineland-Palatinate during the 2000s and 2010s?;WEB_SEARCH;gpt-5.4;0;0;0;0;0;0;0;0.0;0.0;;;;;;;;;;;;
