query_id;query_variant;mode;model;rank;returned_title;returned_url_or_doi;matched_dataset_id;match_method;link_valid;source_dataset_id;is_source_dataset;is_strict_source_dataset;is_title_source_dataset;is_gesis_relevant_dataset;is_strict_gesis_relevant_dataset;is_title_gesis_relevant_dataset;title_identifier_conflict;justification
66;V3_TITLE_ONLY;WEB_SEARCH;gemini-3.6-flash;1;Opinions and Values of Egyptian Students in West Germany;https://doi.org/10.4232/1.3331;ZA3331;doi;True;ZA3331;1;1;1;1;1;1;0;This dataset, created by the United States Information Agency (USIA) and archived at GESIS (study ZA3331) as part of the CESSDA Data Catalogue, surveys the attitudes, values, and opinions of Egyptian students living in West Germany.
67;V3_TITLE_ONLY;WEB_SEARCH;gemini-3.6-flash;1;Food for Justice: Power, Politics, and Food Inequalities in a Bioeconomy (Berlin, 2024);https://doi.org/10.7802/2783;SDN-10.7802-2783;title_exact;False;SDN-10.7802-2783;1;0;1;1;0;1;0;This is the persistent DOI for the 'Food for Justice: Power, Politics, and Food Inequalities in a Bioeconomy (Berlin, 2024)' dataset, archived in GESIS datorium and listed in the CESSDA Data Catalogue.
68;V3_TITLE_ONLY;WEB_SEARCH;gemini-3.6-flash;1;Code/Syntax: Socio-Economic Status, Comparisons of Subjective Affectedness and Life Satisfaction During the COVID-19 Pandemic in Germany;https://doi.org/10.7802/2772;SDN-10.7802-2772;doi;True;SDN-10.7802-2882;0;0;1;0;0;1;1;This record contains the replication code and syntax for the study 'Socio-Economic Status, Comparisons of Subjective Affectedness and Life Satisfaction During the COVID-19 Pandemic in Germany' by Henning Lohmann, Hequn Wang, and Nico Eggers, using the SOECBIAS-COVREF data repository hosted at GESIS and cataloged in CESSDA.
69;V3_TITLE_ONLY;WEB_SEARCH;gemini-3.6-flash;1;Customer Personality Analysis;https://www.kaggle.com/datasets/vjchoudhary7/customer-personality-analysis;;unmatched;False;ZA1639;0;0;0;0;0;0;0;No publicly indexed dataset titled 'Consumer Analysis 87' was found. 'Customer Personality Analysis' on Kaggle is a widely used benchmark dataset for customer behavior, segmentation, and market analysis.
70;V3_TITLE_ONLY;WEB_SEARCH;gemini-3.6-flash;1;Sociological Investigation - Jena 1988;https://datacatalogue.cessda.eu/;ZA6363;title_exact;False;ZA6363;1;0;1;1;0;1;0;The dataset 'Sociological Investigation - Jena 1988' is cataloged in the CESSDA Data Catalogue and archived by the GESIS Data Archive for the Social Sciences, documenting housing conditions, leisure time, and community relations in Jena in 1988.
71;V3_TITLE_ONLY;WEB_SEARCH;gemini-3.6-flash;1;International Social Survey Programme: Social Relations and Support Systems - ISSP 2001;https://doi.org/10.4232/1.3680;ZA3680;doi;True;ZA3680;1;1;1;1;1;1;0;This is the official DOI landing page for the dataset 'International Social Survey Programme: Social Relations and Support Systems - ISSP 2001' (Study No. ZA3680), curated and hosted by the GESIS Data Archive.
72;V3_TITLE_ONLY;WEB_SEARCH;gemini-3.6-flash;1;Flash Eurobarometer 313 (User Language Preferences Online);https://doi.org/10.4232/1.10730;ZA5473;doi;True;ZA5473;1;1;1;1;1;1;0;This is the official DOI for the Flash Eurobarometer 313 (User Language Preferences Online) dataset curated and published by the GESIS Data Archive for the Social Sciences.
73;V3_TITLE_ONLY;WEB_SEARCH;gemini-3.6-flash;1;Political Resonance 1995;https://doi.org/10.4232/1.2820;ZA2820;doi;True;ZA2820;1;1;1;1;1;1;0;Political Resonance 1995 (Politische Resonanz 1995) is a survey dataset curated by GESIS (Study No. ZA2820) examining political attitudes, orientation, and perceptions of public administration in Germany.
74;V3_TITLE_ONLY;WEB_SEARCH;gemini-3.6-flash;1;Based on ISSP 2018: A Cross-national and Comparative Study of Religion of Additional 14 Countries;https://doi.org/10.4232/1.13517;ZA7630;doi;True;ZA7630;1;1;1;1;1;1;0;This dataset (GESIS Data Archive Study No. ZA7630) contains survey data collected in 14 non-ISSP member countries supplementary to the International Social Survey Programme (ISSP) 2018 Religion IV module.
75;V3_TITLE_ONLY;WEB_SEARCH;gemini-3.6-flash;1;International Relations (February 1963);https://doi.org/10.4232/1.1976;ZA1976;doi;True;ZA1976;1;1;1;1;1;1;0;This dataset (ZA1976) contains public opinion survey data on international relations and security policy collected by the United States Information Agency (USIA) in February 1963 across several European countries, archived and distributed by GESIS.
76;V3_TITLE_ONLY;WEB_SEARCH;gemini-3.6-flash;1;Flash Eurobarometer 383 (Firearms in the European Union);https://doi.org/10.4232/1.11958;ZA5897;doi;True;ZA5897;1;1;1;1;1;1;0;This DOI leads to the official dataset landing page hosted by GESIS Data Archive for Flash Eurobarometer 383 (Firearms in the European Union) under study number ZA5897.
77;V3_TITLE_ONLY;WEB_SEARCH;gemini-3.6-flash;1;Party Preferences Czech Republic 2000 (Trend);https://doi.org/10.4232/1.3891;ZA3891;doi;True;ZA3891;1;1;1;1;1;1;0;This dataset contains cumulative monthly survey data from 2000 conducted by the Institute for Public Opinion Research (IVVM) on party preferences, voter turnout, political satisfaction, and trust in institutions in the Czech Republic, deposited at the GESIS Data Archive.
78;V3_TITLE_ONLY;WEB_SEARCH;gemini-3.6-flash;1;ISSP-NL 2013 & 2014: Citizenship and National Identity;https://doi.org/10.17026/dans-zas-mmr7;ZA10010;title_fuzzy;False;ZA5517;0;0;0;0;0;0;0;This dataset contains the Netherlands stand-alone module for the International Social Survey Programme 2013 (National Identity III) and 2014 (Citizenship II), hosted by DANS Data Station Social Sciences and Humanities.
78;V3_TITLE_ONLY;WEB_SEARCH;gemini-3.6-flash;2;International Social Survey Programme: National Identity III - ISSP 2013;https://doi.org/10.4232/1.12312;ZA5950;doi;True;ZA5517;0;0;0;0;0;0;0;This is the cross-national ISSP 2013 National Identity III dataset archived at GESIS, which encompasses data collected across participating countries including the Netherlands.
79;V3_TITLE_ONLY;WEB_SEARCH;gemini-3.6-flash;1;The Reichstag Elections and Reich Presidential Elections in Kiel 1925-1932;https://doi.org/10.4232/1.8080;ZA8080;doi;True;ZA8080;1;1;1;1;1;1;0;This dataset (GESIS Study No. ZA8080), compiled by Wolfram Schulz at FU Berlin, contains voting district-level electoral data for the Reichstag and Reich Presidential elections in Kiel, Germany, covering the period from 1925 to 1932.
80;V3_TITLE_ONLY;WEB_SEARCH;gemini-3.6-flash;1;Attitudes to Security Policy in the Federal Republic (November - December 1982);https://doi.org/10.4232/1.1853;ZA1853;doi;True;ZA1853;1;1;1;1;1;1;0;This dataset, cataloged as study number ZA1853 in the GESIS Data Archive, contains survey data on public attitudes toward foreign and security policy in the Federal Republic of Germany collected between November and December 1982.
81;V3_TITLE_ONLY;WEB_SEARCH;gemini-3.6-flash;1;Crime in the Modern City 2007;https://doi.org/10.4232/1.14600;ZA8859;doi;True;ZA8859;1;1;1;1;1;1;0;This dataset (Kriminalität in der modernen Stadt 2007 / Crime in the Modern City 2007, Study ZA8859) is part of the longitudinal criminological panel study led by Klaus Boers and Jost Reinecke, archived and distributed by GESIS – Leibniz Institute for the Social Sciences.
82;V3_TITLE_ONLY;WEB_SEARCH;gemini-3.6-flash;1;Mikrozensus 1998, Scientific Use File (SUF);https://doi.org/10.21242/12211.1998.00.00.3.1.0;;unmatched;False;missy-mz-1998;0;0;0;0;0;0;0;MZ 1998 refers to the 1998 German Microcensus (Mikrozensus 1998) dataset provided by the Research Data Center (Forschungsdatenzentrum) of the Federal Statistical Office and the Statistical Offices of the Länder.
83;V3_TITLE_ONLY;WEB_SEARCH;gemini-3.6-flash;1;Long-term Online Tracking, T27 (GLES);https://doi.org/10.4232/1.12282;ZA5727;doi;True;ZA5727;1;1;1;1;1;1;0;This DOI points to the official GESIS Data Archive repository for the German Longitudinal Election Study (GLES) dataset ZA5727, titled 'Long-term Online Tracking, T27'.
84;V3_TITLE_ONLY;WEB_SEARCH;gemini-3.6-flash;1;Comparative National Development Project (Uruguay);https://doi.org/10.4232/1.0401;ZA0401;doi;True;ZA0401;1;1;1;1;1;1;0;This dataset is part of a cross-national survey project on Latin American university students directed by Seymour Martin Lipset in the 1960s, cataloged in the GESIS Data Archive under study number ZA0401 with DOI 10.4232/1.0401.
85;V3_TITLE_ONLY;WEB_SEARCH;gemini-3.6-flash;1;International Social Survey Programme: Work Orientations IV - ISSP 2015 (Turkey);https://doi.org/10.4232/1.13059;ZA5520;doi;True;ZA5520;1;1;1;1;1;1;0;This is the official DOI link for the dataset 'International Social Survey Programme: Work Orientations IV - ISSP 2015 (Turkey)' (Study No. ZA5520), archived at GESIS Data Archive.
86;V3_TITLE_ONLY;WEB_SEARCH;gemini-3.6-flash;1;EVS - European Values Study 1999 - Great Britain;https://doi.org/10.4232/1.11535;ZA3777;doi;True;ZA3777;1;1;1;1;1;1;0;This dataset represents the Great Britain country-specific survey data for the 1999 wave of the European Values Study (EVS), archived and distributed by the GESIS Data Archive under Study No. ZA3777.
87;V3_TITLE_ONLY;WEB_SEARCH;gemini-3.6-flash;1;Young People and Adults '85 (Adult);https://doi.org/10.4232/1.1439;ZA1439;doi;True;ZA1439;1;1;1;1;1;1;0;This dataset is archived by the GESIS Data Archive (Study No. ZA1439) and cataloged by CESSDA, focusing on youth and adult survey data from Germany in 1985.
88;V3_TITLE_ONLY;WEB_SEARCH;gemini-3.6-flash;1;Flash Eurobarometer 223 (Euro Introduction in Malta);https://doi.org/10.4232/1.4809;ZA4809;doi;True;ZA4809;1;1;1;1;1;1;0;This is the official persistent DOI referencing the Flash Eurobarometer 223 dataset (GESIS Data Archive Study ZA4809) hosted by GESIS Leibniz Institute for the Social Sciences.
89;V3_TITLE_ONLY;WEB_SEARCH;gemini-3.6-flash;1;Election Study 1987 (Politbarometer, November 1986);https://doi.org/10.4232/1.1529;ZA1529;doi;True;ZA1529;1;1;1;1;1;1;0;This dataset, cataloged under GESIS study number ZA1529, contains public opinion and election survey data collected in November 1986 by Forschungsgruppe Wahlen in preparation for the 1987 German federal election.
90;V3_TITLE_ONLY;WEB_SEARCH;gemini-3.6-flash;1;Sofortresonanzen DDR Fernsehen 21. Woche 1986 (SFR 21/86);https://doi.org/10.4232/1.10467;ZA7226;doi;True;ZA7226;1;1;1;1;1;1;0;This dataset is part of the Sofortresonanzen DDR Fernsehen series (Study No. ZA7226) hosted by GESIS Data Archive for the Social Sciences, containing audience participation and viewing behavior data for the 21st week of 1986 in East Germany.
91;V3_TITLE_ONLY;WEB_SEARCH;gemini-3.6-flash;1;Representatives in the Reichstag in the Weimar Republic 1919-1933;https://doi.org/10.4232/1.8007;ZA8007;doi;True;ZA8007;1;1;1;1;1;1;0;This is the official GESIS Data Archive dataset (Study ZA8007) created by Heinrich Best, containing collective biographical and parliamentary data on members of the Weimar Republic Reichstag from 1919 to 1933.
92;V3_TITLE_ONLY;WEB_SEARCH;gemini-3.6-flash;1;Auditory Participation February 1989 Supplement: „Berliner Luft“;https://doi.org/10.4232/1.6543;ZA6543;doi;True;ZA6543;1;1;1;1;1;1;0;This dataset (GESIS Study ZA6543) contains radio audience participation and listening survey data from February 1989 regarding the East German radio program supplement 'Berliner Luft'.
93;V3_TITLE_ONLY;WEB_SEARCH;gemini-3.6-flash;1;Eurobarometer 47.2 (Apr-Jun 1997) - GESIS ZA2937;https://doi.org/10.4232/1.10927;ZA2937;doi;True;ZA2937;1;1;1;1;1;1;0;Official GESIS Data Archive record and DOI for Eurobarometer 47.2 (Apr-Jun 1997), Study ID ZA2937.
93;V3_TITLE_ONLY;WEB_SEARCH;gemini-3.6-flash;2;Eurobarometer 47.2: Women and Cancer, the European Parliament, and Expectations of the European Union, April-June 1997 (ICPSR 2090);https://doi.org/10.3886/ICPSR02090.v1;ZA5792;title_fuzzy;False;ZA2937;0;0;0;0;0;0;0;Official ICPSR dataset record and DOI for Eurobarometer 47.2, Study ID 2090.
94;V3_TITLE_ONLY;WEB_SEARCH;gemini-3.6-flash;1;Shoe Dataset;https://www.kaggle.com/datasets/vigneshwar/shoe-dataset;SDN-10.7802-2767;title_fuzzy;False;ZA0418;0;0;0;0;0;0;0;A widely used shoe classification dataset on Kaggle collected for image classification across multiple footwear categories.
94;V3_TITLE_ONLY;WEB_SEARCH;gemini-3.6-flash;2;433 Eros - NEAR Shoemaker Mission Dataset;https://pds.nasa.gov/;;unmatched;False;ZA0418;0;0;0;0;0;0;0;NASA Planetary Data System (PDS) archive containing spectrometer, altimetry, and surface data collected by the NEAR Shoemaker mission.
94;V3_TITLE_ONLY;WEB_SEARCH;gemini-3.6-flash;3;Loake Shoemakers Store Locations in the UK;https://www.agenty.com/store-location-datasets/loake-shoemakers;ZA0418;title_exact;False;ZA0418;1;0;1;1;0;1;0;A retail location dataset providing store directory and geographical information for Loake Shoemakers across the UK.
95;V3_TITLE_ONLY;WEB_SEARCH;gemini-3.6-flash;1;GLES Tracking October 2022, T53;https://doi.org/10.4232/1.14036;ZA7711;doi;True;ZA7711;1;1;1;1;1;1;0;This dataset is part of the German Longitudinal Election Study (GLES) tracking survey series conducted in October 2022 (Wave T53, Study No. ZA7711) and archived by GESIS - Leibniz Institute for the Social Sciences.
96;V3_TITLE_ONLY;WEB_SEARCH;gemini-3.6-flash;1;Datenaufbereitung der MA-IntermediaPlus: Teil 3;https://doi.org/10.7802/2341;SDN-10.7802-2341;title_exact;False;SDN-10.7802-2341;1;0;1;1;0;1;0;This data publication dataset is titled 'Datenaufbereitung der MA-IntermediaPlus: Teil 3' (Prozess-Schritt 3 'Harmonisierung Anwenden' mit charmstana), published via GESIS / SoWiDataNet with the DOI 10.7802/2341.
97;V3_TITLE_ONLY;WEB_SEARCH;gemini-3.6-flash;1;EUvox2014: Voting Advice Application data for the 2014 European Parliament elections;https://doi.org/10.7802/1750;SDN-10.7802-1750;title_exact;False;SDN-10.7802-1750;1;0;1;1;0;1;0;This dataset, hosted on GESIS Datorium, contains user and voting advice application (VAA) data generated during the 2014 European Parliament elections for the EUvox2014 project.
98;V3_TITLE_ONLY;WEB_SEARCH;gemini-3.6-flash;1;Prevention Survey Rhineland-Palatinate (2006 and 2010);https://doi.org/10.4232/1.13342;ZA5533;doi;True;ZA5533;1;1;1;1;1;1;0;The Prevention Survey Rhineland-Palatinate (2006 and 2010) dataset (Präventionssurvey Rheinland-Pfalz (2006 und 2010)) by Waldemar Vogelgesang, Rüdiger Jacob, and Johannes Kopp is archived at the GESIS Data Archive under Study No. ZA5533 with DOI 10.4232/1.13342.
99;V3_TITLE_ONLY;WEB_SEARCH;gemini-3.6-flash;1;Interval Study: Development Factors and Development Forms of Young People in the GDR (1968-1980) IS I - 1970 (3rd Wave);https://doi.org/10.4232/1.6151;ZA6151;doi;True;ZA6151;1;1;1;1;1;1;0;This DOI directly references the dataset for the 3rd Wave (1970) of the Interval Study on Development Factors and Development Forms of Young People in the GDR (1968-1980), conducted by the Central Institute for Youth Research (ZIJ) Leipzig and cataloged in the GESIS Data Archive.
100;V3_TITLE_ONLY;WEB_SEARCH;gemini-3.6-flash;1;Wahlstudie 1990 (Trenduntersuchungen) / Politbarometer 1990;https://doi.org/10.4232/1.1920;ZA1920;doi;True;ZA1922;0;0;0;0;0;0;1;The February 1990 Politbarometer survey is archived by GESIS Data Archive as part of the 1990 trend study series (ZA1920) conducted by Forschungsgruppe Wahlen.
